"set","n","method","measure","type","value","mc_se"
"Set1_Gaussian",2000,"SMD","harm_maxW1","overall",6.15434666666654,0.0467942925288385
"Set1_Gaussian",2000,"SMD","auc","location",1,0
"Set1_Gaussian",2000,"SMD","auc","scale",0.493722222222223,0.00536182887154533
"Set1_Gaussian",2000,"SMD","auc","combined",1,0
"Set1_Gaussian",2000,"KS","precision_at_k","overall",1,0
"Set1_Gaussian",2000,"KS","false_pooling_at_k","overall",0,0
"Set1_Gaussian",2000,"KS","harm_maxW1","overall",0,0
"Set1_Gaussian",2000,"KS","auc","location",1,0
"Set1_Gaussian",2000,"KS","auc","scale",1,0
"Set1_Gaussian",2000,"KS","auc","combined",1,0
"Set1_Gaussian",2000,"RV1","precision_at_k","overall",0.67766666666668,0.00367126479366075
"Set1_Gaussian",2000,"RV1","false_pooling_at_k","overall",0.801,0.0072892386433701
"Set1_Gaussian",2000,"RV1","harm_maxW1","overall",5.21758699999995,0.0541292516926885
"Set1_Gaussian",2000,"RV1","auc","location",1,0
"Set1_Gaussian",2000,"RV1","auc","scale",0.620000000000001,0.00519639000997806
"Set1_Gaussian",2000,"RV1","auc","combined",1,0
"Set1_Gaussian",2000,"RV2","precision_at_k","overall",1,0
"Set1_Gaussian",2000,"RV2","false_pooling_at_k","overall",0,0
"Set1_Gaussian",2000,"RV2","harm_maxW1","overall",0,0
"Set1_Gaussian",2000,"RV2","auc","location",1,0
"Set1_Gaussian",2000,"RV2","auc","scale",1,0
"Set1_Gaussian",2000,"RV2","auc","combined",1,0
"Set1_Gaussian",2000,"RV3","precision_at_k","overall",0.789888888888891,0.00390479234943067
"Set1_Gaussian",2000,"RV3","false_pooling_at_k","overall",0.543,0.00909488867441488
"Set1_Gaussian",2000,"RV3","harm_maxW1","overall",2.55344566666666,0.0431441288771896
"Set1_Gaussian",2000,"RV3","auc","location",0.898333333333336,0.00259016420662392
"Set1_Gaussian",2000,"RV3","auc","scale",0.924555555555559,0.00211642508585213
