"set","n","rule","tau","viol_anchor","viol_pair","sensitivity","harm","pool_size","mc_se_viol","feasible"
"Set4_Extremes",50,"ANCHOR_tau",6.9006233,0,0,0.451281212120562,3.3930158652146,5.96409333333333,0,TRUE
"Set4_Extremes",50,"CLUST_tau",1.5082055,0.000118333333333333,0.000118333333333333,0.000910555555555581,0.000491801166468041,1.00285,9.92972517895786e-06,TRUE
"Set4_Extremes",50,"CLUST_tau",3.0225535,0.0188808333333333,0.0188808333333333,0.0691749206348269,0.0788902775355622,1.27196,0.000124245548095871,TRUE
"Set4_Extremes",50,"CLUST_tau",4.514619,0.0168,0.0188441666666667,0.117380346320323,0.509066795038769,1.94118333333333,0.000117323484435129,TRUE
"Set4_Extremes",50,"CLUST_tau",6.9006233,0,0,0.221424090911377,1.78728584021529,3.435665,0,TRUE
"Set4_Extremes",100,"ANCHOR_tau",1.5082055,8.33333333333333e-06,8.33333333333333e-06,0.00939166666666866,2.5218660540317e-05,1.02818333333333,2.63522040332001e-06,TRUE
"Set4_Extremes",100,"ANCHOR_tau",3.0225535,0.0410925,0.0410925,0.236542222222838,0.140638689408217,1.92381,0.000181208688266112,TRUE
"Set4_Extremes",100,"ANCHOR_tau",4.514619,0.0302741666666667,0.0952141666666667,0.342040974025759,1.63424702796325,3.81856666666667,0.000156411960058754,TRUE
"Set4_Extremes",100,"ANCHOR_tau",6.9006233,0,0,0.636123939395859,3.88477306513948,7.99736333333333,0,TRUE
"Set4_Extremes",100,"CLUST_tau",1.5082055,8.33333333333333e-06,8.33333333333333e-06,0.00893277777777908,2.5218660540317e-05,1.02680666666667,2.63522040332001e-06,TRUE
"Set4_Extremes",100,"CLUST_tau",3.0225535,0.0110125,0.0110125,0.178614523810274,0.0428879554323191,1.68562,9.52681515676934e-05,TRUE
"Set4_Extremes",100,"CLUST_tau",4.514619,0.00438916666666667,0.00500666666666667,0.204175043291831,0.402374817843548,2.61449333333333,6.03455458356213e-05,TRUE
"Set4_Extremes",100,"CLUST_tau",6.9006233,0,0,0.322637121210939,1.86902964242862,4.54900833333333,0,TRUE
"Set4_Extremes",200,"ANCHOR_tau",1.5082055,0,0,0.0761205555554822,0,1.22836166666667,0,TRUE
"Set4_Extremes",200,"ANCHOR_tau",3.0225535,0.0598741666666667,0.0598741666666667,0.408161031747422,0.197823494117645,2.74534,0.000216581876035829,FALSE
"Set4_Extremes",200,"ANCHOR_tau",4.514619,0.0156216666666667,0.160626666666667,0.52007417748896,2.20990915461449,5.30323833333333,0.000113201995702454,TRUE
"Set4_Extremes",200,"ANCHOR_tau",6.9006233,0,0,0.776193484851005,4.22844578427009,9.53812833333333,0,TRUE
"Set4_Extremes",200,"CLUST_tau",1.5082055,0,0,0.0629822222222506,0,1.18894666666667,0,TRUE
"Set4_Extremes",200,"CLUST_tau",3.0225535,0.00441166666666667,0.00441166666666667,0.341950634921097,0.0176522948751579,2.36958333333333,6.04993379019479e-05,TRUE
"Set4_Extremes",200,"CLUST_tau",4.514619,0.000773333333333333,0.000868333333333333,0.291167445888707,0.298506512602134,3.32946166666667,2.53760925690713e-05,TRUE
"Set4_Extremes",200,"CLUST_tau",6.9006233,0,0,0.446229696965315,2.08806376043024,5.90852666666667,0,TRUE
"Set4_Extremes",400,"ANCHOR_tau",1.5082055,0,0,0.271858888888808,0,1.81557666666667,0,TRUE
"Set4_Extremes",400,"ANCHOR_tau",3.0225535,0.0834075,0.0834075,0.531744047617571,0.272408666749731,3.511205,0.000252406234972762,FALSE
"Set4_Extremes",400,"ANCHOR_tau",4.514619,0.00455833333333333,0.252398333333333,0.705415173163981,2.6662717875655,6.839795,6.1492241587561e-05,TRUE
"Set4_Extremes",400,"ANCHOR_tau",6.9006233,0,0,0.853115606063168,4.47856218765303,10.3842716666667,0,TRUE
"Set4_Extremes",400,"CLUST_tau",1.5082055,0,0,0.210768333333988,0,1.632305,0,TRUE
"Set4_Extremes",400,"CLUST_tau",3.0225535,0.00160833333333333,0.00160833333333333,0.484263333333312,0.00586656886553269,3.09848666666667,3.65803521627643e-05,TRUE
"Set4_Extremes",400,"CLUST_tau",4.514619,0.000179166666666667,0.00021,0.373634978355693,0.300559018344738,4.01184333333333,1.22179705752163e-05,TRUE
"Set4_Extremes",400,"CLUST_tau",6.9006233,0,0,0.516289242416607,2.15287615738679,6.67918166666667,0,TRUE
