"set","n","tau_clin","n_acceptable","method","tau","violation","violation_se","sensitivity","sensitivity_se"
"Set1_Gaussian",50,7.10665,7,"RV2",2.99457569815162,0.958,0.00448530935387962,0.991285714285716,0.000784277907844977
"Set1_Gaussian",50,7.10665,7,"RV2",3.01797082079343,0.961,0.00432891441356837,0.992214285714287,0.000732132404105919
"Set1_Gaussian",50,7.10665,7,"RV2",3.04136594343524,0.9645,0.00413761706783023,0.992928571428572,0.00070021680316003
"Set1_Gaussian",50,7.10665,7,"RV2",3.06476106607705,0.968,0.00393547964039963,0.993928571428572,0.000644393006586788
"Set1_Gaussian",50,7.10665,7,"RV2",3.08815618871886,0.9715,0.0037207358143249,0.994571428571429,0.000610753966964335
"Set1_Gaussian",50,7.10665,7,"RV2",3.11155131136067,0.9775,0.00331615364541512,0.995357142857144,0.000566440280908966
"Set1_Gaussian",50,7.10665,7,"RV2",3.13494643400248,0.982,0.002972877394041,0.995785714285715,0.000540500051916753
"Set1_Gaussian",50,7.10665,7,"RV2",3.15834155664428,0.985,0.00271799558498538,0.996214285714286,0.00051307148326349
"Set1_Gaussian",50,7.10665,7,"RV2",3.18173667928609,0.9885,0.0023840878758972,0.997071428571429,0.00045265373980878
"Set1_Gaussian",50,7.10665,7,"RV2",3.2051318019279,0.9895,0.00227922684259377,0.997285714285715,0.000436112230453015
"Set1_Gaussian",50,7.10665,7,"RV2",3.22852692456971,0.991,0.00211175282644537,0.997642857142857,0.000406926634313821
"Set1_Gaussian",50,7.10665,7,"RV2",3.25192204721152,0.9925,0.00192921616207204,0.997857142857143,0.000388285083569065
"Set1_Gaussian",50,7.10665,7,"RV2",3.27531716985333,0.9935,0.00179690706493128,0.998,0.0003753093961746
"Set1_Gaussian",50,7.10665,7,"RV2",3.29871229249514,0.996,0.00141138230115019,0.998357142857143,0.000340583982270729
"Set1_Gaussian",50,7.10665,7,"RV2",3.32210741513695,0.9965,0.00132055859392908,0.998571428571429,0.00031783707801816
"Set1_Gaussian",50,7.10665,7,"RV2",3.34550253777876,0.998,0.000998999499499374,0.998928571428572,0.000275602308867075
"Set1_Gaussian",50,7.10665,7,"RV2",3.36889766042057,0.999,0.000706753139363375,0.999071428571429,0.000256701009275571
"Set1_Gaussian",50,7.10665,7,"RV2",3.39229278306238,0.999,0.000706753139363375,0.999142857142857,0.000246692405349087
"Set1_Gaussian",50,7.10665,7,"RV2",3.41568790570419,0.999,0.000706753139363375,0.999285714285714,0.000225311575651048
"Set1_Gaussian",50,7.10665,7,"RV2",3.439083028346,1,0,0.999285714285714,0.000225311575651048
"Set1_Gaussian",50,7.10665,7,"RV2",3.46247815098781,1,0,0.999428571428572,0.000201626043021135
"Set1_Gaussian",50,7.10665,7,"RV2",3.48587327362962,1,0,0.9995,0.000188651227703722
"Set1_Gaussian",50,7.10665,7,"RV2",3.50926839627143,1,0,0.999571428571429,0.000174700910596219
"Set1_Gaussian",50,7.10665,7,"RV2",3.53266351891324,1,0,0.999642857142857,0.000159519367386313
"Set1_Gaussian",50,7.10665,7,"RV2",3.55605864155505,1,0,0.999642857142857,0.000159519367386313
"Set1_Gaussian",50,7.10665,7,"RV2",3.57945376419686,1,0,0.999642857142857,0.000159519367386313
"Set1_Gaussian",50,7.10665,7,"RV2",3.60284888683867,1,0,0.999714285714286,0.0001427142142142
"Set1_Gaussian",50,7.10665,7,"RV2",3.62624400948048,1,0,0.999785714285714,0.000123625091568287
"Set1_Gaussian",50,7.10665,7,"RV2",3.64963913212229,1,0,0.999785714285714,0.000123625091568287
"Set1_Gaussian",50,7.10665,7,"RV2",3.67303425476409,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.6964293774059,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.71982450004771,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.74321962268952,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.76661474533133,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.79000986797314,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.81340499061495,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV2",3.83680011325676,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV2",3.86019523589857,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",3.88359035854038,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",3.90698548118219,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",3.930380603824,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",3.95377572646581,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",3.97717084910762,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.00056597174943,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.02396109439124,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.04735621703305,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.07075133967486,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.09414646231667,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.11754158495848,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.14093670760028,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.16433183024209,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.1877269528839,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.21112207552571,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.23451719816752,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.25791232080933,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.28130744345114,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.30470256609295,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.32809768873476,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.35149281137657,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.37488793401838,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.39828305666019,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.421678179302,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.44507330194381,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.46846842458562,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.49186354722743,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.51525866986924,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.53865379251105,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.56204891515286,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.58544403779467,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.60883916043648,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.63223428307828,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV2",4.65562940572009,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",0,0,0,0,0
"Set1_Gaussian",50,7.10665,7,"RV3",0.0290884943078602,0,0,0,0
"Set1_Gaussian",50,7.10665,7,"RV3",0.0581769886157204,0,0,7.14285714285714e-05,7.14107120530132e-05
"Set1_Gaussian",50,7.10665,7,"RV3",0.0872654829235806,0,0,0.000214285714285714,0.000123625091568444
"Set1_Gaussian",50,7.10665,7,"RV3",0.116353977231441,0,0,0.000214285714285714,0.000123625091568444
"Set1_Gaussian",50,7.10665,7,"RV3",0.145442471539301,0,0,0.001,0.000284837941751489
"Set1_Gaussian",50,7.10665,7,"RV3",0.174530965847161,0,0,0.002,0.000401578518004199
"Set1_Gaussian",50,7.10665,7,"RV3",0.203619460155021,0,0,0.00257142857142857,0.000459325148273785
"Set1_Gaussian",50,7.10665,7,"RV3",0.232707954462881,0,0,0.00385714285714286,0.00054651960026095
"Set1_Gaussian",50,7.10665,7,"RV3",0.261796448770742,0,0,0.00664285714285714,0.000730793181050144
"Set1_Gaussian",50,7.10665,7,"RV3",0.290884943078602,0,0,0.00957142857142856,0.000866090205982008
"Set1_Gaussian",50,7.10665,7,"RV3",0.319973437386462,0,0,0.0121428571428571,0.000962432080826527
"Set1_Gaussian",50,7.10665,7,"RV3",0.349061931694322,0,0,0.0141428571428571,0.00103607875360586
"Set1_Gaussian",50,7.10665,7,"RV3",0.378150426002182,0,0,0.017,0.00112865732042049
"Set1_Gaussian",50,7.10665,7,"RV3",0.407238920310043,0,0,0.0214285714285715,0.00125965657775345
"Set1_Gaussian",50,7.10665,7,"RV3",0.436327414617903,0,0,0.0259285714285716,0.00137972841900284
"Set1_Gaussian",50,7.10665,7,"RV3",0.465415908925763,0,0,0.0298571428571431,0.00146844009974211
"Set1_Gaussian",50,7.10665,7,"RV3",0.494504403233623,0,0,0.0351428571428573,0.00156649876072308
"Set1_Gaussian",50,7.10665,7,"RV3",0.523592897541483,0,0,0.0397142857142858,0.00165589854761698
"Set1_Gaussian",50,7.10665,7,"RV3",0.552681391849344,0,0,0.0447142857142857,0.00174095622329472
"Set1_Gaussian",50,7.10665,7,"RV3",0.581769886157204,0,0,0.0502857142857142,0.00184085162190698
"Set1_Gaussian",50,7.10665,7,"RV3",0.610858380465064,0,0,0.0560714285714284,0.00192577508912062
"Set1_Gaussian",50,7.10665,7,"RV3",0.639946874772924,0,0,0.0634999999999997,0.00203017982012451
"Set1_Gaussian",50,7.10665,7,"RV3",0.669035369080784,0,0,0.0697142857142854,0.00211374510462991
"Set1_Gaussian",50,7.10665,7,"RV3",0.698123863388644,0,0,0.0784285714285708,0.00221451381313628
"Set1_Gaussian",50,7.10665,7,"RV3",0.727212357696505,0,0,0.0858571428571421,0.00231410713596729
"Set1_Gaussian",50,7.10665,7,"RV3",0.756300852004365,0,0,0.093999999999999,0.00242233653436397
"Set1_Gaussian",50,7.10665,7,"RV3",0.785389346312225,0,0,0.102642857142856,0.00250969091112591
"Set1_Gaussian",50,7.10665,7,"RV3",0.814477840620085,0,0,0.112071428571427,0.00258737072042224
"Set1_Gaussian",50,7.10665,7,"RV3",0.843566334927945,5e-04,0.000499874984371093,0.120999999999998,0.00267183152041252
"Set1_Gaussian",50,7.10665,7,"RV3",0.872654829235806,5e-04,0.000499874984371093,0.129214285714284,0.00274118205919147
"Set1_Gaussian",50,7.10665,7,"RV3",0.901743323543666,0.001,0.000706753139363385,0.138785714285713,0.00280431109441981
"Set1_Gaussian",50,7.10665,7,"RV3",0.930831817851526,0.001,0.000706753139363385,0.148285714285714,0.00285992007880342
"Set1_Gaussian",50,7.10665,7,"RV3",0.959920312159386,0.001,0.000706753139363385,0.156928571428571,0.00289756715334834
"Set1_Gaussian",50,7.10665,7,"RV3",0.989008806467246,0.001,0.000706753139363385,0.167214285714286,0.00297854530649727
"Set1_Gaussian",50,7.10665,7,"RV3",1.01809730077511,0.0015,0.000865375640979107,0.177071428571429,0.00304077687106296
"Set1_Gaussian",50,7.10665,7,"RV3",1.04718579508297,0.0015,0.000865375640979107,0.185785714285715,0.00307590993671384
"Set1_Gaussian",50,7.10665,7,"RV3",1.07627428939083,0.002,0.000998999499499374,0.196142857142858,0.00310836757472328
"Set1_Gaussian",50,7.10665,7,"RV3",1.10536278369869,0.0025,0.00111663557170636,0.205785714285716,0.00314197999123249
"Set1_Gaussian",50,7.10665,7,"RV3",1.13445127800655,0.0035,0.0013205585939291,0.215000000000002,0.00318954766161496
"Set1_Gaussian",50,7.10665,7,"RV3",1.16353977231441,0.005,0.00157718102955875,0.224500000000002,0.00327309338487642
"Set1_Gaussian",50,7.10665,7,"RV3",1.19262826662227,0.0065,0.00179690706493129,0.235000000000002,0.00337453700527929
"Set1_Gaussian",50,7.10665,7,"RV3",1.22171676093013,0.0075,0.00192921616207205,0.246428571428573,0.00342317283304499
"Set1_Gaussian",50,7.10665,7,"RV3",1.25080525523799,0.008,0.0019919839356782,0.256000000000002,0.00348134386437769
"Set1_Gaussian",50,7.10665,7,"RV3",1.27989374954585,0.0085,0.00205277251540447,0.267071428571431,0.00353332495025308
"Set1_Gaussian",50,7.10665,7,"RV3",1.30898224385371,0.0095,0.00216907238237916,0.276857142857145,0.00361001441570972
"Set1_Gaussian",50,7.10665,7,"RV3",1.33807073816157,0.011,0.00233227356885937,0.288714285714288,0.00368748434794314
"Set1_Gaussian",50,7.10665,7,"RV3",1.36715923246943,0.013,0.00253288373203351,0.300357142857145,0.00377423292652593
"Set1_Gaussian",50,7.10665,7,"RV3",1.39624772677729,0.014,0.00262716577322406,0.31064285714286,0.00380259008131686
"Set1_Gaussian",50,7.10665,7,"RV3",1.42533622108515,0.016,0.00280570846668003,0.32214285714286,0.00386503821561465
"Set1_Gaussian",50,7.10665,7,"RV3",1.45442471539301,0.019,0.00305278561317365,0.332000000000003,0.00388485284568815
"Set1_Gaussian",50,7.10665,7,"RV3",1.48351320970087,0.019,0.00305278561317365,0.344071428571432,0.00395591490746452
"Set1_Gaussian",50,7.10665,7,"RV3",1.51260170400873,0.022,0.00327993902382346,0.356142857142861,0.00398972020910447
"Set1_Gaussian",50,7.10665,7,"RV3",1.54169019831659,0.026,0.00355837041354607,0.367500000000003,0.00403017160469169
"Set1_Gaussian",50,7.10665,7,"RV3",1.57077869262445,0.03,0.00381444622455213,0.380714285714289,0.00410173557093523
"Set1_Gaussian",50,7.10665,7,"RV3",1.59986718693231,0.0315,0.0039056209493498,0.393000000000002,0.00415269644389041
"Set1_Gaussian",50,7.10665,7,"RV3",1.62895568124017,0.0335,0.00402354010791492,0.405428571428573,0.00419518188168359
"Set1_Gaussian",50,7.10665,7,"RV3",1.65804417554803,0.0385,0.00430219420761081,0.418214285714287,0.00422123367932982
"Set1_Gaussian",50,7.10665,7,"RV3",1.68713266985589,0.0455,0.00465992220965114,0.430714285714287,0.0042615688880685
"Set1_Gaussian",50,7.10665,7,"RV3",1.71622116416375,0.051,0.00491929873051027,0.443714285714286,0.00430206879516889
"Set1_Gaussian",50,7.10665,7,"RV3",1.74530965847161,0.0555,0.00511955808639769,0.456571428571429,0.00431488169961023
"Set1_Gaussian",50,7.10665,7,"RV3",1.77439815277947,0.062,0.00539240206216117,0.467999999999999,0.0043586929327072
"Set1_Gaussian",50,7.10665,7,"RV3",1.80348664708733,0.068,0.00562920953598283,0.48092857142857,0.0044056755487457
"Set1_Gaussian",50,7.10665,7,"RV3",1.83257514139519,0.074,0.0058533750947637,0.494571428571426,0.00446934684540031
"Set1_Gaussian",50,7.10665,7,"RV3",1.86166363570305,0.0805,0.00608357419614489,0.507785714285711,0.00446417685581566
"Set1_Gaussian",50,7.10665,7,"RV3",1.89075213001091,0.0925,0.00647857044416436,0.519571428571426,0.00446554953539446
"Set1_Gaussian",50,7.10665,7,"RV3",1.91984062431877,0.101,0.00673791510780597,0.532642857142854,0.00448328841365357
"Set1_Gaussian",50,7.10665,7,"RV3",1.94892911862663,0.1095,0.00698246911915835,0.546571428571426,0.00447638246802034
"Set1_Gaussian",50,7.10665,7,"RV3",1.97801761293449,0.1215,0.00730540039970432,0.560428571428569,0.00451536040553095
"Set1_Gaussian",50,7.10665,7,"RV3",2.00710610724235,0.135,0.00764117137617002,0.573285714285714,0.00453200748418775
"Set1_Gaussian",50,7.10665,7,"RV3",2.03619460155021,0.1465,0.0079068878201224,0.588071428571428,0.00452873788562923
"Set1_Gaussian",50,7.10665,7,"RV3",2.06528309585807,0.157,0.00813483251210497,0.600785714285715,0.0045031392111615
"Set1_Gaussian",50,7.10665,7,"RV3",2.09437159016593,0.1715,0.00842875287334965,0.611428571428573,0.00453737314996664
"Set1_Gaussian",50,7.10665,7,"RV3",2.12346008447379,0.1865,0.0087097000522406,0.624571428571431,0.00455422656351586
"Set1_Gaussian",50,7.10665,7,"RV3",2.15254857878165,0.2045,0.00901886217878952,0.637857142857146,0.00456447573939286
"Set1_Gaussian",50,7.10665,7,"RV3",2.18163707308951,0.218,0.00923244279700665,0.651357142857147,0.00455629162448385
"Set1_Gaussian",50,7.10665,7,"RV3",2.21072556739737,0.2345,0.00947390494991374,0.661857142857146,0.00452578891532922
"Set1_Gaussian",50,7.10665,7,"RV3",2.23981406170523,0.254,0.00973355022589394,0.673428571428576,0.00449626148560472
"Set1_Gaussian",50,7.10665,7,"RV3",2.26890255601309,0.2745,0.00997872111044296,0.686642857142861,0.00447790237654538
"Set1_Gaussian",50,7.10665,7,"RV3",2.29799105032095,0.293,0.0101772049208022,0.699142857142863,0.00444898979590588
"Set1_Gaussian",50,7.10665,7,"RV3",2.32707954462881,0.312,0.010359922779635,0.709571428571435,0.00441115353509682
"Set1_Gaussian",50,7.10665,7,"RV3",2.35616803893668,0.335,0.0105540276671989,0.719785714285721,0.00436476821040991
"Set1_Gaussian",50,7.10665,7,"RV3",2.38525653324454,0.3525,0.0106827840472416,0.730500000000007,0.00432201029142415
"Set1_Gaussian",50,7.10665,7,"RV3",2.4143450275524,0.379,0.010848018252197,0.740785714285723,0.00426792707653312
"Set1_Gaussian",50,7.10665,7,"RV3",2.44343352186026,0.404,0.0109723288321122,0.751357142857151,0.00420660286371962
"Set1_Gaussian",50,7.10665,7,"RV3",2.47252201616812,0.4245,0.0110521434572666,0.761000000000008,0.00415155613804511
"Set1_Gaussian",50,7.10665,7,"RV3",2.50161051047598,0.4395,0.0110981924203899,0.770714285714294,0.00407703248423955
"Set1_Gaussian",50,7.10665,7,"RV3",2.53069900478384,0.4575,0.0111398776923268,0.781857142857151,0.00402450529346613
"Set1_Gaussian",50,7.10665,7,"RV3",2.5597874990917,0.478,0.0111695120752878,0.791500000000008,0.00395169783970388
"Set1_Gaussian",50,7.10665,7,"RV3",2.58887599339956,0.5045,0.0111798870745639,0.800142857142865,0.00389636015390954
"Set1_Gaussian",50,7.10665,7,"RV3",2.61796448770742,0.5385,0.0111471464958526,0.810642857142866,0.00380728323246893
"Set1_Gaussian",50,7.10665,7,"RV3",2.64705298201528,0.5565,0.0111087296753499,0.820714285714294,0.00371699763634116
"Set1_Gaussian",50,7.10665,7,"RV3",2.67614147632314,0.5785,0.0110416880502938,0.829500000000009,0.0036450382126148
"Set1_Gaussian",50,7.10665,7,"RV3",2.705229970631,0.6005,0.0109521630283702,0.836714285714295,0.00359073495972822
"Set1_Gaussian",50,7.10665,7,"RV3",2.73431846493886,0.625,0.0108253175473055,0.84550000000001,0.00350489126152223
"Set1_Gaussian",50,7.10665,7,"RV3",2.76340695924672,0.648,0.0106793258214178,0.853928571428582,0.00340167088295022
"Set1_Gaussian",50,7.10665,7,"RV3",2.79249545355458,0.675,0.0104731800328267,0.861142857142867,0.00331233932994916
"Set1_Gaussian",50,7.10665,7,"RV3",2.82158394786244,0.693,0.0103138499116479,0.868571428571438,0.00323974047839338
"Set1_Gaussian",50,7.10665,7,"RV3",2.8506724421703,0.716,0.0100832534432097,0.874785714285724,0.00317876845296171
"Set1_Gaussian",50,7.10665,7,"RV3",2.87976093647816,0.7305,0.00992143512804473,0.88050000000001,0.00311311863780592
"Set1_Gaussian",50,7.10665,7,"RV3",2.90884943078602,0.7515,0.00966301583357908,0.888785714285724,0.00301938929829979
"Set1_Gaussian",50,7.10665,7,"RV3",2.93793792509388,0.769,0.00942440979584398,0.89450000000001,0.00297801082425529
"Set1_Gaussian",50,7.10665,7,"RV3",2.96702641940174,0.788,0.00913936540466569,0.901214285714295,0.00288968565128798
"Set1_Gaussian",50,7.10665,7,"RV3",2.9961149137096,0.811,0.00875439889427024,0.907857142857152,0.00275713360472074
"Set1_Gaussian",50,7.10665,7,"RV3",3.02520340801746,0.829,0.00841899637724118,0.913142857142866,0.00271491721976915
"Set1_Gaussian",50,7.10665,7,"RV3",3.05429190232532,0.8415,0.00816632567315313,0.919285714285723,0.00260057882096981
"Set1_Gaussian",50,7.10665,7,"RV3",3.08338039663318,0.857,0.00782786688696224,0.924500000000008,0.00252777983977302
"Set1_Gaussian",50,7.10665,7,"RV3",3.11246889094104,0.869,0.00754450130890041,0.929142857142865,0.00247638643913146
"Set1_Gaussian",50,7.10665,7,"RV3",3.1415573852489,0.882,0.00721373689567342,0.934071428571436,0.00240644913700148
"Set1_Gaussian",50,7.10665,7,"RV3",3.17064587955676,0.893,0.0069119823495145,0.938642857142865,0.00232121922132847
"Set1_Gaussian",50,7.10665,7,"RV3",3.19973437386462,0.902,0.00664815763952691,0.944142857142864,0.00219721298420412
"Set1_Gaussian",50,7.10665,7,"RV3",3.22882286817248,0.911,0.00636706368744651,0.948428571428578,0.00210121199233464
"Set1_Gaussian",50,7.10665,7,"RV3",3.25791136248034,0.9205,0.00604895652158287,0.951928571428578,0.00201085764523109
"Set1_Gaussian",50,7.10665,7,"RV3",3.2869998567882,0.9275,0.00579843728947723,0.955500000000006,0.00193640670272649
"Set1_Gaussian",50,7.10665,7,"RV3",3.31608835109606,0.934,0.0055517564788092,0.95828571428572,0.00186190597978204
"Set1_Gaussian",50,7.10665,7,"RV3",3.34517684540392,0.945,0.00509779364038993,0.962214285714291,0.00176571587494067
"Set1_Gaussian",50,7.10665,7,"RV3",3.37426533971178,0.9515,0.00480352734977121,0.965357142857148,0.00168333291237205
"Set1_Gaussian",50,7.10665,7,"RV3",3.40335383401964,0.955,0.00463546114210873,0.968357142857147,0.00158898552542103
"Set1_Gaussian",50,7.10665,7,"RV3",3.4324423283275,0.958,0.00448530935387962,0.970928571428575,0.0015255903842139
"Set1_Gaussian",50,7.10665,7,"RV3",3.46153082263536,0.961,0.00432891441356837,0.972785714285718,0.00146806046558387
"Set1_Gaussian",50,7.10665,7,"RV3",3.49061931694322,0.9655,0.00408103847078167,0.974928571428575,0.00140225674524675
"Set1_Gaussian",50,7.10665,7,"RV3",3.51970781125108,0.971,0.00375226598204339,0.976571428571432,0.00135941163743669
"Set1_Gaussian",50,7.10665,7,"RV3",3.54879630555894,0.9745,0.00352489361541593,0.978857142857146,0.00129005616077657
"Set1_Gaussian",50,7.10665,7,"RV3",3.5778847998668,0.9785,0.00324328151722911,0.980071428571431,0.00124556253171278
"Set1_Gaussian",50,7.10665,7,"RV3",3.60697329417466,0.982,0.002972877394041,0.98214285714286,0.00115782607695996
"Set1_Gaussian",50,7.10665,7,"RV3",3.63606178848252,0.985,0.00271799558498538,0.983785714285716,0.00109552778259969
"Set1_Gaussian",50,7.10665,7,"RV3",3.66515028279038,0.9875,0.00248432586429397,0.984928571428573,0.00104671375928499
"Set1_Gaussian",50,7.10665,7,"RV3",3.69423877709824,0.9895,0.00227922684259377,0.986428571428573,0.00099475666186539
"Set1_Gaussian",50,7.10665,7,"RV3",3.7233272714061,0.991,0.00211175282644537,0.988428571428573,0.000922723342799052
"Set1_Gaussian",50,7.10665,7,"RV3",3.75241576571396,0.9915,0.00205277251540447,0.989500000000001,0.000886967719081811
"Set1_Gaussian",50,7.10665,7,"RV3",3.78150426002182,0.9915,0.00205277251540447,0.990357142857144,0.000844814615577406
"Set1_Gaussian",50,7.10665,7,"RV3",3.81059275432968,0.993,0.00186426929385216,0.991357142857144,0.000787917365914436
"Set1_Gaussian",50,7.10665,7,"RV3",3.83968124863754,0.9945,0.00165374574829385,0.992785714285715,0.000721037730054897
"Set1_Gaussian",50,7.10665,7,"RV3",3.8687697429454,0.9955,0.00149662119455791,0.994000000000001,0.000664216586264653
"Set1_Gaussian",50,7.10665,7,"RV3",3.89785823725326,0.9955,0.00149662119455791,0.994642857142858,0.000623467508931801
"Set1_Gaussian",50,7.10665,7,"RV3",3.92694673156113,0.9965,0.00132055859392908,0.995571428571429,0.000553642852534949
"Set1_Gaussian",50,7.10665,7,"RV3",3.95603522586899,0.9975,0.00111663557170636,0.996,0.000526986039392035
"Set1_Gaussian",50,7.10665,7,"RV3",3.98512372017685,0.9975,0.00111663557170636,0.996428571428572,0.000498722858705908
"Set1_Gaussian",50,7.10665,7,"RV3",4.01421221448471,0.9975,0.00111663557170636,0.996857142857143,0.000468562717689003
"Set1_Gaussian",50,7.10665,7,"RV3",4.04330070879257,0.9975,0.00111663557170636,0.997071428571429,0.000452653739809026
"Set1_Gaussian",50,7.10665,7,"RV3",4.07238920310043,0.9975,0.00111663557170636,0.997357142857143,0.000430445308099768
"Set1_Gaussian",50,7.10665,7,"RV3",4.10147769740829,0.9975,0.00111663557170636,0.997571428571429,0.000412941167920053
"Set1_Gaussian",50,7.10665,7,"RV3",4.13056619171615,0.998,0.000998999499499374,0.997928571428572,0.000381855699852685
"Set1_Gaussian",50,7.10665,7,"RV3",4.15965468602401,0.998,0.000998999499499374,0.998142857142857,0.000361840533147455
"Set1_Gaussian",50,7.10665,7,"RV3",4.18874318033187,0.9985,0.000865375640979097,0.998428571428572,0.000333181938408443
"Set1_Gaussian",50,7.10665,7,"RV3",4.21783167463973,0.9985,0.000865375640979097,0.9985,0.000325603834655933
"Set1_Gaussian",50,7.10665,7,"RV3",4.24692016894759,0.999,0.000706753139363375,0.998642857142857,0.000309867483196938
"Set1_Gaussian",50,7.10665,7,"RV3",4.27600866325545,0.999,0.000706753139363375,0.998857142857143,0.000284569133668203
"Set1_Gaussian",50,7.10665,7,"RV3",4.30509715756331,0.9995,0.000499874984371048,0.999,0.000266324184835757
"Set1_Gaussian",50,7.10665,7,"RV3",4.33418565187117,0.9995,0.000499874984371048,0.999357142857143,0.000213803027793831
"Set1_Gaussian",50,7.10665,7,"RV3",4.36327414617903,0.9995,0.000499874984371048,0.999428571428572,0.000201626043021135
"Set1_Gaussian",50,7.10665,7,"RV3",4.39236264048689,0.9995,0.000499874984371048,0.999571428571429,0.000174700910596378
"Set1_Gaussian",50,7.10665,7,"RV3",4.42145113479475,0.9995,0.000499874984371048,0.999571428571429,0.000174700910596378
"Set1_Gaussian",50,7.10665,7,"RV3",4.45053962910261,1,0,0.999714285714286,0.0001427142142142
"Set1_Gaussian",50,7.10665,7,"RV3",4.47962812341047,1,0,0.999857142857143,0.000100964734194785
"Set1_Gaussian",50,7.10665,7,"RV3",4.50871661771833,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.53780511202619,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.56689360633405,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.59598210064191,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.62507059494977,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.65415908925763,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.68324758356549,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.71233607787335,1,0,0.999928571428571,7.14107120527371e-05
"Set1_Gaussian",50,7.10665,7,"RV3",4.74142457218121,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.77051306648907,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.79960156079693,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.82869005510479,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.85777854941265,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.88686704372051,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.91595553802837,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.94504403233623,1,0,1,0
"Set1_Gaussian",50,7.10665,7,"RV3",4.97413252664409,1,0,1,0
