"set","n","tau_clin","method","kind","tau","violation","sensitivity","feasible"
"Set2_LogNormal",100,7.3720675,"SMD","oracle_best",0.00523419457370192,0.0415,0.0259999999999999,TRUE
"Set2_LogNormal",100,7.3720675,"KS","oracle_best",0.102479061976549,0.0415,0.24725,TRUE
"Set2_LogNormal",100,7.3720675,"RV1","oracle_best",0.0440017590016493,0.0415,0.039,TRUE
"Set2_LogNormal",100,7.3720675,"RV2","oracle_best",0.75973913413534,0.0485,0.376916666666667,TRUE
"Set2_LogNormal",100,7.3720675,"RV3","oracle_best",0.974994791606912,0.0445,0.29125,TRUE
"Set2_LogNormal",100,8.8015105,"W1","oracle_best",5.73979949330817,0.043,0.579571428571428,TRUE
"Set2_LogNormal",100,8.8015105,"W1_derived","derived_tau_clin",8.8015105,0.332,0.857642857142869,FALSE
"Set2_LogNormal",100,8.8015105,"SMD","oracle_best",0.00523419457370192,0.0455,0.0237857142857144,TRUE
"Set2_LogNormal",100,8.8015105,"KS","oracle_best",0.110569514237856,0.042,0.294785714285717,TRUE
"Set2_LogNormal",100,8.8015105,"RV1","oracle_best",0.0440017590016493,0.047,0.0351428571428573,TRUE
"Set2_LogNormal",100,8.8015105,"RV2","oracle_best",1.00394099867884,0.049,0.450214285714288,TRUE
"Set2_LogNormal",100,8.8015105,"RV3","oracle_best",1.16370346095019,0.047,0.34064285714286,TRUE
"Set2_LogNormal",100,11.776406,"W1","oracle_best",9.50654291079166,0.0455,0.83625,TRUE
"Set2_LogNormal",100,11.776406,"W1_derived","derived_tau_clin",11.776406,0.1855,0.9410625,FALSE
"Set2_LogNormal",100,11.776406,"SMD","oracle_best",0.00523419457370192,0.0315,0.018,TRUE
"Set2_LogNormal",100,11.776406,"KS","oracle_best",0.191474036850921,0.0465,0.783625,TRUE
"Set2_LogNormal",100,11.776406,"RV1","oracle_best",0.066002638502474,0.041,0.0429375,TRUE
"Set2_LogNormal",100,11.776406,"RV2","oracle_best",1.81794721382385,0.048,0.70075,TRUE
"Set2_LogNormal",100,11.776406,"RV3","oracle_best",1.98144102810437,0.047,0.6135,TRUE
"Set3_Mixture",25,0.7977345,"W1","oracle_best",1.47314955857378,0.0475,0.0165,TRUE
"Set3_Mixture",25,0.7977345,"W1_derived","derived_tau_clin",0.7977345,0,0,TRUE
"Set3_Mixture",25,0.7977345,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",25,0.7977345,"KS","oracle_best",0.0809045226130653,0.019,0.004,TRUE
"Set3_Mixture",25,0.7977345,"RV1","oracle_best",0.0216076987348398,0.05,0.01025,TRUE
"Set3_Mixture",25,0.7977345,"RV2","oracle_best",0.223525626850789,0.0435,0.0095,TRUE
"Set3_Mixture",25,0.7977345,"RV3","oracle_best",0.510795181686405,0.043,0.00875,TRUE
"Set3_Mixture",25,0.972533,"W1","oracle_best",1.5129644115082,0.046,0.0211,TRUE
"Set3_Mixture",25,0.972533,"W1_derived","derived_tau_clin",0.972533,0.001,3e-04,TRUE
"Set3_Mixture",25,0.972533,"SMD","oracle_best",0.00449685947342883,0.0485,0.0138,TRUE
"Set3_Mixture",25,0.972533,"KS","oracle_best",0.0809045226130653,0.009,0.0046,TRUE
"Set3_Mixture",25,0.972533,"RV1","oracle_best",0.0216076987348398,0.0415,0.0124,TRUE
"Set3_Mixture",25,0.972533,"RV2","oracle_best",0.251466330207138,0.049,0.0136,TRUE
"Set3_Mixture",25,0.972533,"RV3","oracle_best",0.539172691780094,0.0415,0.0131,TRUE
"Set3_Mixture",25,1.1488105,"W1","oracle_best",1.63240897031148,0.046,0.0327499999999999,TRUE
"Set3_Mixture",25,1.1488105,"W1_derived","derived_tau_clin",1.1488105,0.0025,0.00175,TRUE
"Set3_Mixture",25,1.1488105,"SMD","oracle_best",0.00449685947342883,0.03,0.01275,TRUE
"Set3_Mixture",25,1.1488105,"KS","oracle_best",0.0809045226130653,0.0065,0.0035,TRUE
"Set3_Mixture",25,1.1488105,"RV1","oracle_best",0.0216076987348398,0.027,0.0113333333333333,TRUE
"Set3_Mixture",25,1.1488105,"RV2","oracle_best",0.279407033563487,0.0465,0.01375,TRUE
"Set3_Mixture",25,1.1488105,"RV3","oracle_best",0.624305222061161,0.0455,0.01575,TRUE
"Set3_Mixture",25,1.4476065,"W1","oracle_best",1.83148323498361,0.0445,0.0652142857142856,TRUE
"Set3_Mixture",25,1.4476065,"W1_derived","derived_tau_clin",1.4476065,0.0085,0.0132857142857143,TRUE
"Set3_Mixture",25,1.4476065,"SMD","oracle_best",0.00899371894685767,0.0435,0.0252857142857144,TRUE
"Set3_Mixture",25,1.4476065,"KS","oracle_best",0.121356783919598,0.0485,0.0806428571428565,TRUE
"Set3_Mixture",25,1.4476065,"RV1","oracle_best",0.0432153974696797,0.036,0.0227857142857144,TRUE
"Set3_Mixture",25,1.4476065,"RV2","oracle_best",0.335288440276184,0.05,0.0232857142857144,TRUE
"Set3_Mixture",25,1.4476065,"RV3","oracle_best",0.681060242248539,0.046,0.0217857142857144,TRUE
"Set3_Mixture",25,2.324076,"W1","oracle_best",2.58796544073772,0.0495,0.2798125,TRUE
"Set3_Mixture",25,2.324076,"W1_derived","derived_tau_clin",2.324076,0.0255,0.189875,TRUE
"Set3_Mixture",25,2.324076,"SMD","oracle_best",0.0134905784202865,0.046,0.043,TRUE
"Set3_Mixture",25,2.324076,"KS","oracle_best",0.161809045226131,0.0245,0.268125,TRUE
"Set3_Mixture",25,2.324076,"RV1","oracle_best",0.0648230962045195,0.04,0.03825,TRUE
"Set3_Mixture",25,2.324076,"RV2","oracle_best",0.41911055034523,0.0435,0.032375,TRUE
"Set3_Mixture",25,2.324076,"RV3","oracle_best",0.766192772529607,0.047,0.02775,TRUE
"Set3_Mixture",50,0.7977345,"W1","oracle_best",1.19444558803279,0.048,0.0225,TRUE
"Set3_Mixture",50,0.7977345,"W1_derived","derived_tau_clin",0.7977345,5e-04,0.000125,TRUE
"Set3_Mixture",50,0.7977345,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",50,0.7977345,"KS","oracle_best",0.0620268006700168,0.0045,0.002,TRUE
"Set3_Mixture",50,0.7977345,"RV1","oracle_best",0,0,0,TRUE
"Set3_Mixture",50,0.7977345,"RV2","oracle_best",0.195584923494441,0.042,0.005375,TRUE
"Set3_Mixture",50,0.7977345,"RV3","oracle_best",0.510795181686405,0.0475,0.0095,TRUE
"Set3_Mixture",50,0.972533,"W1","oracle_best",1.23426044096722,0.0485,0.0299000000000001,TRUE
"Set3_Mixture",50,0.972533,"W1_derived","derived_tau_clin",0.972533,0.0075,0.0035,TRUE
"Set3_Mixture",50,0.972533,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",50,0.972533,"KS","oracle_best",0.0620268006700168,0.003,0.0011,TRUE
"Set3_Mixture",50,0.972533,"RV1","oracle_best",0,0,0,TRUE
"Set3_Mixture",50,0.972533,"RV2","oracle_best",0.251466330207138,0.0475,0.0129,TRUE
"Set3_Mixture",50,0.972533,"RV3","oracle_best",0.567550201873783,0.049,0.0164,TRUE
"Set3_Mixture",50,1.1488105,"W1","oracle_best",1.3537049997705,0.05,0.0510833333333335,TRUE
"Set3_Mixture",50,1.1488105,"W1_derived","derived_tau_clin",1.1488105,0.0105,0.013,TRUE
"Set3_Mixture",50,1.1488105,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",50,1.1488105,"KS","oracle_best",0.0809045226130653,0.03,0.0274999999999999,TRUE
"Set3_Mixture",50,1.1488105,"RV1","oracle_best",0.0216076987348398,0.0315,0.00983333333333333,TRUE
"Set3_Mixture",50,1.1488105,"RV2","oracle_best",0.279407033563487,0.048,0.0143333333333334,TRUE
"Set3_Mixture",50,1.1488105,"RV3","oracle_best",0.595927711967472,0.0485,0.01325,TRUE
"Set3_Mixture",50,1.4476065,"W1","oracle_best",1.55277926444263,0.047,0.114214285714285,TRUE
"Set3_Mixture",50,1.4476065,"W1_derived","derived_tau_clin",1.4476065,0.026,0.0785714285714281,TRUE
"Set3_Mixture",50,1.4476065,"SMD","oracle_best",0.00449685947342883,0.0375,0.0171428571428571,TRUE
"Set3_Mixture",50,1.4476065,"KS","oracle_best",0.102479061976549,0.046,0.120357142857141,TRUE
"Set3_Mixture",50,1.4476065,"RV1","oracle_best",0.0432153974696797,0.0475,0.0216428571428572,TRUE
"Set3_Mixture",50,1.4476065,"RV2","oracle_best",0.335288440276184,0.048,0.0207857142857143,TRUE
"Set3_Mixture",50,1.4476065,"RV3","oracle_best",0.681060242248539,0.0495,0.0200714285714286,TRUE
"Set3_Mixture",50,2.324076,"W1","oracle_best",2.54815058780329,0.0495,0.5719375,TRUE
"Set3_Mixture",50,2.324076,"W1_derived","derived_tau_clin",2.324076,0.0205,0.47075,TRUE
"Set3_Mixture",50,2.324076,"SMD","oracle_best",0.00899371894685767,0.043,0.0363125,TRUE
"Set3_Mixture",50,2.324076,"KS","oracle_best",0.161809045226131,0.046,0.55625,TRUE
"Set3_Mixture",50,2.324076,"RV1","oracle_best",0.0648230962045195,0.042,0.03425,TRUE
"Set3_Mixture",50,2.324076,"RV2","oracle_best",0.41911055034523,0.0465,0.034625,TRUE
"Set3_Mixture",50,2.324076,"RV3","oracle_best",0.709437752342229,0.0455,0.0233125,TRUE
"Set3_Mixture",75,0.7977345,"W1","oracle_best",0.99537132336066,0.041,0.025,TRUE
"Set3_Mixture",75,0.7977345,"W1_derived","derived_tau_clin",0.7977345,0.002,0.002,TRUE
"Set3_Mixture",75,0.7977345,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",75,0.7977345,"KS","oracle_best",0.0674204355108878,0.05,0.02875,TRUE
"Set3_Mixture",75,0.7977345,"RV1","oracle_best",0,0,0,TRUE
"Set3_Mixture",75,0.7977345,"RV2","oracle_best",0.195584923494441,0.042,0.00725,TRUE
"Set3_Mixture",75,0.7977345,"RV3","oracle_best",0.567550201873783,0.046,0.018,TRUE
"Set3_Mixture",75,0.972533,"W1","oracle_best",1.11481588216394,0.0445,0.0488000000000004,TRUE
"Set3_Mixture",75,0.972533,"W1_derived","derived_tau_clin",0.972533,0.0135,0.0166,TRUE
"Set3_Mixture",75,0.972533,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",75,0.972533,"KS","oracle_best",0.0674204355108878,0.031,0.0256000000000001,TRUE
"Set3_Mixture",75,0.972533,"RV1","oracle_best",0.0216076987348398,0.0435,0.0102,TRUE
"Set3_Mixture",75,0.972533,"RV2","oracle_best",0.251466330207138,0.0455,0.0112,TRUE
"Set3_Mixture",75,0.972533,"RV3","oracle_best",0.595927711967472,0.05,0.0192,TRUE
"Set3_Mixture",75,1.1488105,"W1","oracle_best",1.19444558803279,0.0425,0.0710833333333334,TRUE
"Set3_Mixture",75,1.1488105,"W1_derived","derived_tau_clin",1.1488105,0.0335,0.0555833333333336,TRUE
"Set3_Mixture",75,1.1488105,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",75,1.1488105,"KS","oracle_best",0.0674204355108878,0.0165,0.0240833333333333,TRUE
"Set3_Mixture",75,1.1488105,"RV1","oracle_best",0.0216076987348398,0.0325,0.0115833333333333,TRUE
"Set3_Mixture",75,1.1488105,"RV2","oracle_best",0.279407033563487,0.05,0.0155833333333334,TRUE
"Set3_Mixture",75,1.1488105,"RV3","oracle_best",0.65268273215485,0.0465,0.0209166666666666,TRUE
"Set3_Mixture",75,1.4476065,"W1","oracle_best",1.4476065,0.0495,0.178500000000001,TRUE
"Set3_Mixture",75,1.4476065,"W1_derived","derived_tau_clin",1.4476065,0.0495,0.178500000000001,TRUE
"Set3_Mixture",75,1.4476065,"SMD","oracle_best",0.00449685947342883,0.039,0.0228571428571429,TRUE
"Set3_Mixture",75,1.4476065,"KS","oracle_best",0.0809045226130653,0.0205,0.0772857142857137,TRUE
"Set3_Mixture",75,1.4476065,"RV1","oracle_best",0.0432153974696797,0.04,0.0229285714285715,TRUE
"Set3_Mixture",75,1.4476065,"RV2","oracle_best",0.335288440276184,0.046,0.0219285714285715,TRUE
"Set3_Mixture",75,1.4476065,"RV3","oracle_best",0.65268273215485,0.0475,0.0200714285714286,TRUE
"Set3_Mixture",75,2.324076,"W1","oracle_best",2.54815058780329,0.0485,0.7316875,TRUE
"Set3_Mixture",75,2.324076,"W1_derived","derived_tau_clin",2.324076,0.0145,0.638875,TRUE
"Set3_Mixture",75,2.324076,"SMD","oracle_best",0.00899371894685767,0.041,0.04325,TRUE
"Set3_Mixture",75,2.324076,"KS","oracle_best",0.161809045226131,0.0455,0.7129375,TRUE
"Set3_Mixture",75,2.324076,"RV1","oracle_best",0.0864307949393594,0.042,0.0443125,TRUE
"Set3_Mixture",75,2.324076,"RV2","oracle_best",0.447051253701579,0.0445,0.0365625,TRUE
"Set3_Mixture",75,2.324076,"RV3","oracle_best",0.709437752342229,0.0485,0.0216875,TRUE
"Set3_Mixture",100,0.7977345,"W1","oracle_best",0.915741617491807,0.039,0.030375,TRUE
"Set3_Mixture",100,0.7977345,"W1_derived","derived_tau_clin",0.7977345,0.013,0.010375,TRUE
"Set3_Mixture",100,0.7977345,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",100,0.7977345,"KS","oracle_best",0.0620268006700168,0.0415,0.028,TRUE
"Set3_Mixture",100,0.7977345,"RV1","oracle_best",0,0,0,TRUE
"Set3_Mixture",100,0.7977345,"RV2","oracle_best",0.223525626850789,0.047,0.008375,TRUE
"Set3_Mixture",100,0.7977345,"RV3","oracle_best",0.567550201873783,0.048,0.018,TRUE
"Set3_Mixture",100,0.972533,"W1","oracle_best",0.99537132336066,0.0395,0.0522000000000004,TRUE
"Set3_Mixture",100,0.972533,"W1_derived","derived_tau_clin",0.972533,0.0315,0.0443000000000003,TRUE
"Set3_Mixture",100,0.972533,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",100,0.972533,"KS","oracle_best",0.0620268006700168,0.026,0.0261000000000001,TRUE
"Set3_Mixture",100,0.972533,"RV1","oracle_best",0.0216076987348398,0.0385,0.0127,TRUE
"Set3_Mixture",100,0.972533,"RV2","oracle_best",0.251466330207138,0.044,0.016,TRUE
"Set3_Mixture",100,0.972533,"RV3","oracle_best",0.624305222061161,0.048,0.0201,TRUE
"Set3_Mixture",100,1.1488105,"W1","oracle_best",1.15463073509837,0.0455,0.116166666666666,TRUE
"Set3_Mixture",100,1.1488105,"W1_derived","derived_tau_clin",1.1488105,0.0455,0.113249999999999,TRUE
"Set3_Mixture",100,1.1488105,"SMD","oracle_best",0,0,0,TRUE
"Set3_Mixture",100,1.1488105,"KS","oracle_best",0.0701172529313233,0.0485,0.0763333333333333,TRUE
"Set3_Mixture",100,1.1488105,"RV1","oracle_best",0.0216076987348398,0.0315,0.0115,TRUE
"Set3_Mixture",100,1.1488105,"RV2","oracle_best",0.251466330207138,0.0455,0.0130833333333333,TRUE
"Set3_Mixture",100,1.1488105,"RV3","oracle_best",0.624305222061161,0.049,0.01875,TRUE
"Set3_Mixture",100,1.4476065,"W1","oracle_best",1.3537049997705,0.0445,0.224357142857145,TRUE
"Set3_Mixture",100,1.4476065,"W1_derived","derived_tau_clin",1.4476065,0.066,0.287785714285717,FALSE
"Set3_Mixture",100,1.4476065,"SMD","oracle_best",0.00449685947342883,0.0485,0.0255714285714287,TRUE
"Set3_Mixture",100,1.4476065,"KS","oracle_best",0.0809045226130653,0.0255,0.151428571428571,TRUE
"Set3_Mixture",100,1.4476065,"RV1","oracle_best",0.0432153974696797,0.0405,0.0214285714285715,TRUE
"Set3_Mixture",100,1.4476065,"RV2","oracle_best",0.307347736919835,0.0425,0.0194285714285715,TRUE
"Set3_Mixture",100,1.4476065,"RV3","oracle_best",0.681060242248539,0.046,0.0240000000000001,TRUE
"Set3_Mixture",100,2.324076,"W1","oracle_best",2.54815058780329,0.0465,0.844625,TRUE
"Set3_Mixture",100,2.324076,"W1_derived","derived_tau_clin",2.324076,0.0165,0.7670625,TRUE
"Set3_Mixture",100,2.324076,"SMD","oracle_best",0.00449685947342883,0.0295,0.0251875,TRUE
"Set3_Mixture",100,2.324076,"KS","oracle_best",0.161809045226131,0.046,0.8274375,TRUE
"Set3_Mixture",100,2.324076,"RV1","oracle_best",0.0864307949393594,0.048,0.0465,TRUE
"Set3_Mixture",100,2.324076,"RV2","oracle_best",0.447051253701579,0.0485,0.042,TRUE
"Set3_Mixture",100,2.324076,"RV3","oracle_best",0.709437752342229,0.048,0.0231875,TRUE
"Set4_Extremes",25,2.5,"W1","oracle_best",2.73411115351701,0.0435,0.03075,TRUE
"Set4_Extremes",25,2.5,"W1_derived","derived_tau_clin",2.5,0.0265,0.016625,TRUE
"Set4_Extremes",25,2.5,"SMD","oracle_best",0,0,0,TRUE
"Set4_Extremes",25,2.5,"KS","oracle_best",0.0818676716917923,0.018,0.004625,TRUE
"Set4_Extremes",25,2.5,"RV1","oracle_best",0,0,0,TRUE
"Set4_Extremes",25,2.5,"RV2","oracle_best",0.203500594121422,0.045,0.026125,TRUE
"Set4_Extremes",25,2.5,"RV3","oracle_best",0.446308629997876,0.046,0.02875,TRUE
"Set4_Extremes",25,3.741481,"W1","oracle_best",3.56623193937002,0.0495,0.0982142857142848,TRUE
"Set4_Extremes",25,3.741481,"W1_derived","derived_tau_clin",3.741481,0.061,0.120642857142856,FALSE
"Set4_Extremes",25,3.741481,"SMD","oracle_best",0.00939131794471703,0.048,0.0260714285714287,TRUE
"Set4_Extremes",25,3.741481,"KS","oracle_best",0.0818676716917923,0.0045,0.00435714285714286,TRUE
"Set4_Extremes",25,3.741481,"RV1","oracle_best",0.0469539815341551,0.0455,0.0315000000000002,TRUE
"Set4_Extremes",25,3.741481,"RV2","oracle_best",0.407001188242845,0.05,0.0814285714285709,TRUE
"Set4_Extremes",25,3.741481,"RV3","oracle_best",0.605704569282831,0.044,0.0525714285714285,TRUE
"Set4_Extremes",25,5.241481,"W1","oracle_best",4.87385031713902,0.047,0.2754375,TRUE
"Set4_Extremes",25,5.241481,"W1_derived","derived_tau_clin",5.241481,0.0605,0.336875,FALSE
"Set4_Extremes",25,5.241481,"SMD","oracle_best",0.0187826358894341,0.0445,0.048375,TRUE
"Set4_Extremes",25,5.241481,"KS","oracle_best",0.0818676716917923,0.0035,0.00325,TRUE
"Set4_Extremes",25,5.241481,"RV1","oracle_best",0.117384953835388,0.0425,0.0725625,TRUE
"Set4_Extremes",25,5.241481,"RV2","oracle_best",0.930288430269359,0.0475,0.316375,TRUE
"Set4_Extremes",25,5.241481,"RV3","oracle_best",1.65771776856354,0.049,0.467625,TRUE
"Set4_Extremes",50,2.5,"W1","oracle_best",2.37748795958001,0.0425,0.066625,TRUE
"Set4_Extremes",50,2.5,"W1_derived","derived_tau_clin",2.5,0.0665,0.09025,FALSE
"Set4_Extremes",50,2.5,"SMD","oracle_best",0,0,0,TRUE
"Set4_Extremes",50,2.5,"KS","oracle_best",0.0601968174204355,0.0055,0.002375,TRUE
"Set4_Extremes",50,2.5,"RV1","oracle_best",0,0,0,TRUE
"Set4_Extremes",50,2.5,"RV2","oracle_best",0.203500594121422,0.043,0.03975,TRUE
"Set4_Extremes",50,2.5,"RV3","oracle_best",0.446308629997876,0.0455,0.048375,TRUE
"Set4_Extremes",50,3.741481,"W1","oracle_best",3.20960874543301,0.0485,0.189714285714287,TRUE
"Set4_Extremes",50,3.741481,"W1_derived","derived_tau_clin",3.741481,0.107,0.303928571428573,FALSE
"Set4_Extremes",50,3.741481,"SMD","oracle_best",0.00469565897235851,0.034,0.017,TRUE
"Set4_Extremes",50,3.741481,"KS","oracle_best",0.0818676716917923,0.037,0.0287142857142859,TRUE
"Set4_Extremes",50,3.741481,"RV1","oracle_best",0.0469539815341551,0.048,0.0303571428571431,TRUE
"Set4_Extremes",50,3.741481,"RV2","oracle_best",0.46514421513468,0.0445,0.13142857142857,TRUE
"Set4_Extremes",50,3.741481,"RV3","oracle_best",0.637583757139823,0.05,0.0836428571428564,TRUE
"Set4_Extremes",50,5.241481,"W1","oracle_best",5.11159911309702,0.047,0.558375,TRUE
"Set4_Extremes",50,5.241481,"W1_derived","derived_tau_clin",5.241481,0.055,0.5799375,FALSE
"Set4_Extremes",50,5.241481,"SMD","oracle_best",0.00939131794471703,0.037,0.0344375,TRUE
"Set4_Extremes",50,5.241481,"KS","oracle_best",0.0818676716917923,0.036,0.026375,TRUE
"Set4_Extremes",50,5.241481,"RV1","oracle_best",0.0939079630683101,0.0395,0.05875,TRUE
"Set4_Extremes",50,5.241481,"RV2","oracle_best",1.36636113195812,0.0465,0.56825,TRUE
"Set4_Extremes",50,5.241481,"RV3","oracle_best",1.91275127141947,0.0495,0.6254375,TRUE
"Set4_Extremes",75,2.5,"W1","oracle_best",2.13973916362201,0.046,0.09475,TRUE
"Set4_Extremes",75,2.5,"W1_derived","derived_tau_clin",2.5,0.1105,0.205125,FALSE
"Set4_Extremes",75,2.5,"SMD","oracle_best",0,0,0,TRUE
"Set4_Extremes",75,2.5,"KS","oracle_best",0.0553810720268007,0.004,0.002875,TRUE
"Set4_Extremes",75,2.5,"RV1","oracle_best",0,0,0,TRUE
"Set4_Extremes",75,2.5,"RV2","oracle_best",0.23257210756734,0.048,0.056125,TRUE
"Set4_Extremes",75,2.5,"RV3","oracle_best",0.446308629997876,0.047,0.064625,TRUE
"Set4_Extremes",75,3.741481,"W1","oracle_best",2.85298555149601,0.0445,0.206857142857145,TRUE
"Set4_Extremes",75,3.741481,"W1_derived","derived_tau_clin",3.741481,0.1445,0.433714285714287,FALSE
"Set4_Extremes",75,3.741481,"SMD","oracle_best",0.00469565897235851,0.045,0.0186428571428572,TRUE
"Set4_Extremes",75,3.741481,"KS","oracle_best",0.0674204355108878,0.03,0.0226428571428572,TRUE
"Set4_Extremes",75,3.741481,"RV1","oracle_best",0.0234769907670775,0.023,0.014,TRUE
"Set4_Extremes",75,3.741481,"RV2","oracle_best",0.523287242026515,0.0475,0.164214285714286,TRUE
"Set4_Extremes",75,3.741481,"RV3","oracle_best",0.669462944996814,0.05,0.107785714285713,TRUE
"Set4_Extremes",75,5.241481,"W1","oracle_best",5.11159911309702,0.0485,0.667125,TRUE
"Set4_Extremes",75,5.241481,"W1_derived","derived_tau_clin",5.241481,0.0565,0.6899375,FALSE
"Set4_Extremes",75,5.241481,"SMD","oracle_best",0.00939131794471703,0.0415,0.0403125,TRUE
"Set4_Extremes",75,5.241481,"KS","oracle_best",0.0674204355108878,0.016,0.022,TRUE
"Set4_Extremes",75,5.241481,"RV1","oracle_best",0.117384953835388,0.047,0.073625,TRUE
"Set4_Extremes",75,5.241481,"RV2","oracle_best",1.80243383364688,0.048,0.7451875,TRUE
"Set4_Extremes",75,5.241481,"RV3","oracle_best",2.07214721070442,0.0465,0.71075,TRUE
"Set4_Extremes",100,2.5,"W1","oracle_best",1.90199036766401,0.0355,0.104375,TRUE
"Set4_Extremes",100,2.5,"W1_derived","derived_tau_clin",2.5,0.144,0.328875,FALSE
"Set4_Extremes",100,2.5,"SMD","oracle_best",0,0,0,TRUE
"Set4_Extremes",100,2.5,"KS","oracle_best",0.0505653266331658,0.0145,0.005375,TRUE
"Set4_Extremes",100,2.5,"RV1","oracle_best",0,0,0,TRUE
"Set4_Extremes",100,2.5,"RV2","oracle_best",0.23257210756734,0.0455,0.062375,TRUE
"Set4_Extremes",100,2.5,"RV3","oracle_best",0.446308629997876,0.046,0.0785,TRUE
"Set4_Extremes",100,3.741481,"W1","oracle_best",2.73411115351701,0.0475,0.267500000000002,TRUE
"Set4_Extremes",100,3.741481,"W1_derived","derived_tau_clin",3.741481,0.1535,0.522642857142855,FALSE
"Set4_Extremes",100,3.741481,"SMD","oracle_best",0,0,0,TRUE
"Set4_Extremes",100,3.741481,"KS","oracle_best",0.0601968174204355,0.0265,0.0215000000000001,TRUE
"Set4_Extremes",100,3.741481,"RV1","oracle_best",0.0234769907670775,0.029,0.0144285714285714,TRUE
"Set4_Extremes",100,3.741481,"RV2","oracle_best",0.552358755472432,0.046,0.18957142857143,TRUE
"Set4_Extremes",100,3.741481,"RV3","oracle_best",0.669462944996814,0.0485,0.125714285714284,TRUE
"Set4_Extremes",100,5.241481,"W1","oracle_best",5.11159911309702,0.0415,0.7298125,TRUE
"Set4_Extremes",100,5.241481,"W1_derived","derived_tau_clin",5.241481,0.052,0.7474375,FALSE
"Set4_Extremes",100,5.241481,"SMD","oracle_best",0.00469565897235851,0.023,0.0225625,TRUE
"Set4_Extremes",100,5.241481,"KS","oracle_best",0.0601968174204355,0.02,0.021,TRUE
"Set4_Extremes",100,5.241481,"RV1","oracle_best",0.0939079630683101,0.0425,0.0580625,TRUE
"Set4_Extremes",100,5.241481,"RV2","oracle_best",1.91871988743055,0.047,0.784125,TRUE
"Set4_Extremes",100,5.241481,"RV3","oracle_best",2.19966396213239,0.0495,0.75825,TRUE
